Symbol,Company Name,Industry,Market Cap
DOV,Dover,Machinery,21740
DOW,Dow Inc.,Chemicals,43280
DOX,Amdocs,IT Services,10100
DOYU,DouYu International Holdings,Entertainment,597
DPCS,DP Cap Acquisition I,Blank Check / SPAC,285
DPRO,Draganfly,Aerospace & Defense,41
DPZ,Domino's Pizza,"Hotels, Restaurants & Leisure",14910
DQ,Daqo New Energy,Semiconductors & Semiconductor Equipment,3500
DRAY,Macondray Capital Acquisition I,Blank Check / SPAC,355
DRCT,Direct Digital Holdings,Advertising Agencies,4
DRD,DRDGOLD,Metals & Mining,880
DRE,Duke Realty,Equity Real Estate Investment Trusts ...,21220
DRH,DiamondRock Hospitality Company,Equity Real Estate Investment Trusts ...,1990
DRI,Darden Restaurants,"Hotels, Restaurants & Leisure",16860
DRIO,DarioHealth,Health Care Equipment & Supplies,157
DRMA,Dermata Therapeutics,Biotechnology,9
DRQ,Dril-Quip,Energy Equipment & Services,1150
DRRX,DURECT,Pharmaceuticals,140
DRTT,DIRTT Environmental Solutions,Building Products,148
DRUG,Bright Minds Biosciences,Biotechnology,23
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,4540
DS,Drive Shack,"Hotels, Restaurants & Leisure",111
DSAC,Duddell Street Acquisition,Blank Check / SPAC,217
DSAQ,Direct Selling Acquisition,Blank Check / SPAC,288
DSEY,Diversey Holdings,Personal Services,2800
DSGN,Design Therapeutics,Biotechnology,853
DSGX,The Descartes Systems Group,Software,5850
DSKE,Daseke,Road & Rail,778
DSP,Viant Technology,Software-Application,448
DSS,"DSS, Inc.",Commercial Services & Supplies,64
DSWL,Deswell Industries,"Electronic Equipment, Instruments & C...",59
DSX,Diana Shipping,Marine,423
DT,Dynatrace,Software,11840
DTC,Solo Brands,Internet Retail,597
DTE,DTE Energy Company,Multi-Utilities,24780
DTEA,DAVIDsTEA,Specialty Retail,74
DTIL,Precision BioSciences,Biotechnology,231
DTM,DT Midstream,Oil & Gas Midstream,5410
DTOC,Digital Transformation Opportunities,Blank Check / SPAC,405
DTRT,DTRT Health Acquisition,Blank Check / SPAC,287
DTSS,Datasea,Software,64
DTST,Data Storage,Information Technology Services,22
DUET,DUET Acquisition,Blank Check / SPAC,98
DUK,Duke Energy,Electric Utilities,80980
DUNE,Dune Acquisition,Blank Check / SPAC,214
DUO,Fangdd Network Group,Interactive Media & Services,27
DUOL,Duolingo,Software-Application,2800
DUOT,Duos Technologies Group,Software,33
DV,DoubleVerify Holdings,Software-Application,3980
DVA,DaVita,Health Care Providers & Services,10550
DVAX,Dynavax Technologies,Biotechnology,1310
DVN,Devon Energy,"Oil, Gas & Consumable Fuels",39570
DWAC,Digital World Acquisition,Blank Check / SPAC,3630
DWIN,Delwinds Insurance Acquisition,Blank Check / SPAC,256
DWSN,Dawson Geophysical Company,Energy Equipment & Services,55
DX,Dynex Capital,Mortgage Real Estate Investment Trust...,565
DXC,DXC Technology Company,IT Services,7400
DXCM,DexCom,Health Care Equipment & Supplies,41940
DXF,Dunxin Financial Holdings,Diversified Financial Services,13
DXLG,Destination XL Group,Specialty Retail,262
DXPE,DXP Enterprises,Trading Companies & Distributors,558
DXR,Daxor,Health Care Equipment & Supplies,45
DXYN,The Dixie Group,Household Durables,57
DY,Dycom Industries,Construction & Engineering,2740
DYAI,Dyadic International,Biotechnology,104
DYN,Dyne Therapeutics,Independent Power and Renewable Elect...,415
DYNS,Dynamics Special Purpose,Blank Check / SPAC,291
DYNT,Dynatronics,Health Care Equipment & Supplies,13
DZSI,"DZS, Inc.",Communications Equipment,385
E,Eni SpA,"Oil, Gas & Consumable Fuels",53380
EA,Electronic Arts,Entertainment,35570
EAC,Edify Acquisition,Blank Check / SPAC,337
EAF,GrafTech International,Electrical Equipment,2570
EAR,Eargo,Medical Devices,152
EARN,Ellington Residential Mortgage REIT,Mortgage Real Estate Investment Trust...,126
EAST,Eastside Distilling,Beverages,15
EAT,Brinker International,"Hotels, Restaurants & Leisure",1640
EB,Eventbrite,Interactive Media & Services,1340
EBAC,European Biotech Acquisition,Blank Check / SPAC,160
EBAY,eBay Inc.,Internet & Direct Marketing Retail,32700
EBC,Eastern Bankshares,Banks,3910
EBET,Esports Technologies,Gambling,106
EBF,Ennis,Commercial Services & Supplies,492
EBIX,"Ebix, Inc.",Software,764
EBMT,Eagle Bancorp Montana,Banks,152
EBON,Ebang International Holdings,Computer Hardware,204
EBR,Centrais Eletricas Brasileiras,Electric Utilities,10700
EBS,Emergent BioSolutions,Biotechnology,2100
EBTC,Enterprise Bancorp,Banks,478
EC,Ecopetrol,"Oil, Gas & Consumable Fuels",36020
ECC,Eagle Point Credit Company,n/a,536
ECL,Ecolab,Chemicals,48210
ECOL,US Ecology,Commercial Services & Supplies,1500
ECOM,ChannelAdvisor,Software,526
ECOR,electroCore,Health Care Equipment & Supplies,36
ECPG,Encore Capital Group,Consumer Finance,1630
ECVT,Ecovyst,Specialty Chemicals,1460
ED,Consolidated Edison,Multi-Utilities,31830
EDAP,EDAP TMS,Health Care Equipment & Supplies,238
EDIT,Editas Medicine,Biotechnology,1100
EDN,Empresa Distribuidora y Comercializadora Norte,Electric Utilities,301
EDNC,Endurance Acquisition,Blank Check / SPAC,252
EDR,Endeavor Group Holdings,Entertainment,7140
EDRY,EuroDry,Marine,80
EDSA,Edesa Biotech,Biotechnology,44
EDTK,Skillful Craftsman Education Technology,Education & Training Services,22
EDTX,EdtechX Holdings Acquisition II,Blank Check / SPAC,145
EDU,New Oriental Education & Technology Group,Diversified Consumer Services,2230
EDUC,Educational Development,Distributors,71
EEFT,Euronet Worldwide,IT Services,5290
EEIQ,Elite Education Group International,Diversified Consumer Services,20
EEX,Emerald Holding,Media,253
EFC,Ellington Financial,Mortgage Real Estate Investment Trust...,1020
EFOI,Energy Focus,Electrical Equipment,8
EFSC,Enterprise Financial Services,Banks,1830
EFTR,eFFECTOR Therapeutics,Biotechnology,182
EFX,Equifax,Professional Services,27800
EGAN,eGain,Software,364
EGBN,Eagle Bancorp,Banks,1880
EGGF,EG Acquisition,Blank Check / SPAC,273
EGHT,"8x8, Inc.",Software,1380
EGLE,Eagle Bulk Shipping,Marine,753
EGLX,Enthusiast Gaming Holdings,Electronic Gaming & Multimedia,347
EGO,Eldorado Gold,Metals & Mining,2090
EGP,EastGroup Properties,Equity Real Estate Investment Trusts ...,8020
EGRX,Eagle Pharmaceuticals,Biotechnology,582
EGY,VAALCO Energy,"Oil, Gas & Consumable Fuels",374
EH,EHang Holdings,Aerospace & Defense,667
EHC,Encompass Health,Health Care Providers & Services,6740
EHTH,eHealth,Insurance,310
EIC,Eagle Point Income Company,n/a,0
EIG,Employers Holdings,Insurance,1140
EIGR,Eiger BioPharmaceuticals,Biotechnology,142
EIX,Edison International,Electric Utilities,24970
EJFA,EJF Acquisition,Blank Check / SPAC,356
EJH,E-Home Household Service Holdings,Specialty Business Services,30
EKSO,Ekso Bionics Holdings,Health Care Equipment & Supplies,32
EL,The Estee Lauder Companies,Personal Products,102310
ELA,Envela,Specialty Retail,111
ELAN,Elanco Animal Health,Pharmaceuticals,13230
ELDN,Eledon Pharmaceuticals,Biotechnology,47
ELEV,Elevation Oncology,Biotechnology,73
ELF,e.l.f. Beauty,Personal Products,1310
ELLO,Ellomay Capital,Independent Power and Renewable Elect...,340
ELMD,Electromed,Health Care Equipment & Supplies,104
ELMS,Electric Last Mile Solutions,Auto Manufacturers,222
ELOX,Eloxx Pharmaceuticals,Pharmaceuticals,35
ELP,Companhia Paranaense de Energia,Electric Utilities,18580
ELS,Equity LifeStyle Properties,Equity Real Estate Investment Trusts ...,15170
ELSE,Electro-Sensors,"Electronic Equipment, Instruments & C...",16
ELTK,Eltek,"Electronic Equipment, Instruments & C...",21
ELVT,Elevate Credit,Consumer Finance,99
ELY,Callaway Golf Company,Leisure Products,4260
ELYM,Eliem Therapeutics,Biotechnology,249
ELYS,Elys Game Technology,Gambling,61
EM,Smart Share Global,Personal Services,274
EMAN,eMagin,Semiconductors & Semiconductor Equipment,84
EMBK,Embark Technology,Software-Application,1980
EMCF,Emclaire Financial,Banks,77
EME,EMCOR Group,Construction & Engineering,6050
EMKR,EMCORE,Communications Equipment,138
EML,The Eastern Company,Machinery,153
EMLD,FTAC Emerald Acquisition,Blank Check / SPAC,309
EMN,Eastman Chemical Company,Chemicals,14810
EMR,Emerson Electric Company,Electrical Equipment,54400
EMX,EMX Royalty,Metals & Mining,258
ENB,Enbridge,"Oil, Gas & Consumable Fuels",90920
ENCP,Energem,Blank Check / SPAC,148
ENDP,Endo International,Pharmaceuticals,549
ENER,Accretion Acquisition,Blank Check / SPAC,255
ENFN,Enfusion,Software-Application,990
ENG,ENGlobal,Energy Equipment & Services,53
ENIA,Enel Americas,Electric Utilities,12430
ENIC,Enel Chile,Electric Utilities,2050
ENJY,Enjoy Technology,Specialty Retail,347
ENLC,EnLink Midstream LLC,"Oil, Gas & Consumable Fuels",4830
ENLV,Enlivex Therapeutics,Software,90
ENOB,Enochian Biosciences,Biotechnology,325
ENPC,Executive Network Partnering,Shell Companies,437
ENPH,Enphase Energy,Semiconductors & Semiconductor Equipment,21180
ENR,Energizer Holdings,Household Products,2250
ENS,EnerSys,Electrical Equipment,2880
ENSC,Ensysce Biosciences,Biotechnology,26
ENSG,The Ensign Group,Health Care Providers & Services,4730
ENSV,Enservco,Energy Equipment & Services,15
ENTA,Enanta Pharmaceuticals,Biotechnology,1410
ENTF,Enterprise 4.0 Technology Acquisition,Blank Check / SPAC,317
ENTG,Entegris,Semiconductors & Semiconductor Equipment,15760
ENTX,Entera Bio,Biotechnology,62
ENV,Envestnet,Software,4020
ENVA,Enova International,Consumer Finance,1340
ENVB,Enveric Biosciences,Biotechnology,14
ENVX,Enovix,Electrical Equipment & Parts,1940
ENZ,Enzo Biochem,Health Care Providers & Services,159
EOCW,Elliott Opportunity II,Blank Check / SPAC,739
EOG,EOG Resources,"Oil, Gas & Consumable Fuels",69520
EOLS,Evolus,Pharmaceuticals,530
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,182
EPAC,Enerpac Tool Group,Machinery,1090
EPAM,EPAM Systems,IT Services,11290
EPAY,Bottomline Technologies,Software,2550
EPC,Edgewell Personal Care Company,Personal Products,1930
EPD,Enterprise Products Partners,"Oil, Gas & Consumable Fuels",55350
EPHY,Epiphany Technology Acquisition,Blank Check / SPAC,500
EPIX,ESSA Pharma,Biotechnology,309
EPM,Evolution Petroleum,"Oil, Gas & Consumable Fuels",266
EPR,EPR Properties,Equity Real Estate Investment Trusts ...,3880
EPRT,Essential Properties Realty Trust,Equity Real Estate Investment Trusts ...,3190
EPSN,Epsilon Energy,"Oil, Gas & Consumable Fuels",140
EPWR,Empowerment & Inclusion Capital I,Blank Check / SPAC,337
EPZM,Epizyme,Biotechnology,245
EQ,Equillium,Biotechnology,126
EQBK,Equity Bancshares,Banks,519
EQC,Equity Commonwealth,Equity Real Estate Investment Trusts ...,3040
EQD,Equity Distribution Acquisition,Blank Check / SPAC,510
EQH,Equitable Holdings,Diversified Financial Services,11940
EQHA,EQ Health Acquisition,Blank Check / SPAC,269
EQIX,Equinix,Equity Real Estate Investment Trusts ...,65400
EQNR,Equinor ASA,"Oil, Gas & Consumable Fuels",113800
EQOS,EQONEX,Capital Markets,65
EQR,Equity Residential,Equity Real Estate Investment Trusts ...,34550
EQRX,"EQRx, Inc.",Biotechnology,1510
EQS,Equus Total Return,Capital Markets,35
EQT,EQT Corporation,"Oil, Gas & Consumable Fuels",9910
EQX,Equinox Gold,Metals & Mining,2360
ERAS,Erasca,Biotechnology,1370
ERES,East Resources Acquisition Co.,Blank Check / SPAC,427
ERF,Enerplus,"Oil, Gas & Consumable Fuels",3410
ERIC,Ericsson,Communications Equipment,30120
ERIE,Erie Indemnity Company,Insurance,8960
ERII,Energy Recovery,Machinery,1110
ERJ,Embraer,Aerospace & Defense,2430
ERO,Ero Copper,Metals & Mining,1440
ERYP,Erytech Pharma,Biotechnology,48
ES,Eversource Energy,Electric Utilities,29600
ESAC,ESGEN Acquisition,Blank Check / SPAC,289
ESBA,"Empire State Realty OP,",Equity Real Estate Investment Trusts ...,2580
ESBK,Elmira Savings Bank,Thrifts & Mortgage Finance,81
ESCA,Escalade,Leisure Products,177
ESE,ESCO Technologies,Machinery,1840
ESEA,Euroseas,Marine,210
ESGC,Eros STX Global,Entertainment,60
ESGR,Enstar Group,Insurance,5040
ESI,Element Solutions,Chemicals,5460
ESLT,Elbit Systems,Aerospace & Defense,9010
ESM,ESM Acquisition,Blank Check / SPAC,374
ESMT,EngageSmart,Software-Application,3060
ESNT,Essent Group,Thrifts & Mortgage Finance,4610
ESP,Espey Manufacturing & Electronics,Electrical Equipment,35
ESPR,Esperion Therapeutics,Biotechnology,282
ESQ,Esquire Financial Holdings,Banks,262
ESRT,Empire State Realty Trust,Equity Real Estate Investment Trusts ...,2660
ESS,Essex Property Trust,Equity Real Estate Investment Trusts ...,22970
ESSA,ESSA Bancorp,Thrifts & Mortgage Finance,193
ESSC,East Stone Acquisition,Blank Check / SPAC,74
ESTA,Establishment Labs Holdings,Health Care Equipment & Supplies,1480
ESTC,Elastic,Software,7440
ESTE,Earthstone Energy,"Oil, Gas & Consumable Fuels",1000
ET,Energy Transfer LP,"Oil, Gas & Consumable Fuels",32150
ETAC,E.merge Technology Acquisition,Blank Check / SPAC,754
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",664
ETN,Eaton,Electrical Equipment,59730
ETNB,89bio,Biotechnology,73
ETON,Eton Pharmaceuticals,Pharmaceuticals,95
ETR,Entergy,Electric Utilities,22790
ETRN,Equitrans Midstream,"Oil, Gas & Consumable Fuels",3050
ETSY,"Etsy, Inc.",Internet & Direct Marketing Retail,19530
ETTX,Entasis Therapeutics Holdings,Biotechnology,84
ETWO,E2open Parent Holdings,Software-Infrastructure,2630
EUCR,Eucrates Biomedical Acquisition,Blank Check / SPAC,132
EURN,Euronav NV,"Oil, Gas & Consumable Fuels",2240
EVA,Enviva,"Oil, Gas & Consumable Fuels",5240
EVAX,Evaxion Biotech,Biotechnology,66
EVBG,Everbridge,Software,1480
EVBN,Evans Bancorp,Banks,214
EVC,Entravision Communications,Media,542
EVCM,EverCommerce,Software-Infrastructure,2500
EVE,EVe Mobility Acquisition,Blank Check / SPAC,300
EVER,EverQuote,Interactive Media & Services,401
EVFM,Evofem Biosciences,Pharmaceuticals,79
EVGN,Evogene,Biotechnology,51
EVGO,"EVgo, Inc.",Specialty Retail,2800
EVGR,Evergreen,Blank Check / SPAC,105
EVH,Evolent Health,Health Care Technology,2500
EVI,EVI Industries,Trading Companies & Distributors,241
EVK,Ever-Glory International Group,"Textiles, Apparel & Luxury Goods",23
EVLO,Evelo Biosciences,Biotechnology,163
EVLV,Evolv Technologies Holdings,Security & Protection Services,429
EVO,Evotec SE,Drug Manufacturers-Specialty & Generic,4820
EVOJ,Evo Acquisition,Blank Check / SPAC,153
EVOK,Evoke Pharma,Pharmaceuticals,20
EVOL,Evolving Systems,Software,22
EVOP,EVO Payments,IT Services,2080
EVR,Evercore,Capital Markets,4860
EVRG,Evergy,Electric Utilities,14610
EVRI,Everi Holdings,"Hotels, Restaurants & Leisure",1960
EVTC,Evertec,IT Services,2830
EVTL,Vertical Aerospace,Aerospace & Defense,1420
EW,Edwards Lifesciences,Health Care Equipment & Supplies,68950
EWBC,East West Bancorp,Banks,10970
EWCZ,European Wax Center,Household & Personal Products,799
EWTX,Edgewise Therapeutics,Biotechnology,518
EXAI,Exscientia,Biotechnology,1390
EXAS,Exact Sciences,Biotechnology,12320
EXC,Exelon,Electric Utilities,43400
EXEL,Exelixis,Biotechnology,6610
EXFY,Expensify,Software-Application,1500
EXK,Endeavour Silver,Metals & Mining,806
EXLS,ExlService Holdings,IT Services,4090
EXN,Excellon Resources,Other Industrial Metals & Mining,29
EXP,Eagle Materials,Construction Materials,5300
EXPD,Expeditors International of Washington,Air Freight & Logistics,16640
EXPE,Expedia Group,Internet & Direct Marketing Retail,27450
EXPI,eXp World Holdings,Real Estate Management & Development,3630
EXPO,Exponent,Professional Services,5070
EXPR,Express,Specialty Retail,308
EXR,Extra Space Storage,Equity Real Estate Investment Trusts ...,28100
EXTN,Exterran,Energy Equipment & Services,207
EXTR,Extreme Networks,Communications Equipment,1410
EYE,National Vision Holdings,Specialty Retail,3140
EYEN,Eyenovia,Pharmaceuticals,86
EYES,Second Sight Medical Products,Health Care Equipment & Supplies,50
EYPT,EyePoint Pharmaceuticals,Pharmaceuticals,388
EZFL,EzFill Holdings,Software-Application,28
EZGO,EZGO Technologies,Recreational Vehicles,11
EZPW,EZCORP,Consumer Finance,322
F,Ford Motor Company,Automobiles,69390
FA,First Advantage,Specialty Business Services,2420
FACA,Figure Acquisition I,Blank Check / SPAC,401
FACT,Freedom Acquisition I,Blank Check / SPAC,420
FAF,First American Financial,Insurance,7190
FAMI,Farmmi,Food Products,99
FANG,Diamondback Energy,"Oil, Gas & Consumable Fuels",24450
FANH,Fanhua,Insurance,358
FARM,Farmer Brothers Company,Food Products,109
FARO,FARO Technologies,"Electronic Equipment, Instruments & C...",976
FAST,Fastenal Company,Trading Companies & Distributors,31060
FAT,FAT Brands,"Hotels, Restaurants & Leisure",122
FATBB,FAT Brands,"Hotels, Restaurants & Leisure",123
FATE,Fate Therapeutics,Biotechnology,3130
FATH,Fathom Digital Manufacturing,Shell Companies,436
FATP,Fat Projects Acquisition,Blank Check / SPAC,142
FB,Meta Platforms,Interactive Media & Services,558340
FBC,Flagstar Bancorp,Thrifts & Mortgage Finance,2360
FBHS,Fortune Brands Home & Security,Building Products,11380
FBIO,Fortress Biotech,Biotechnology,136
FBIZ,First Business Financial Services,Banks,276
FBK,FB Financial,Banks,2070
FBMS,The First Bancshares,Banks,713
FBNC,First Bancorp,Banks,1530
FBP,First BanCorp - Puerto Rico,Banks,2500
FBRT,Franklin BSP Realty Trust,REIT-Mortgage,552
FBRX,Forte Biosciences,Biotechnology,18
FC,Franklin Covey Company,Professional Services,630
FCAP,First Capital,Banks,134
FCAX,Fortress Capital Acquisition,Blank Check / SPAC,489
FCBC,First Community Bancshares,Banks,489
FCCO,First Community,Banks,157
FCEL,FuelCell Energy,Electrical Equipment,1990
FCF,First Commonwealth Financial,Banks,1470
FCFS,FirstCash Holdings,Consumer Finance,3300
FCN,FTI Consulting,Professional Services,5140
FCNCA,First Citizens BancShares,Banks,11310
FCPT,Four Corners Property Trust,Equity Real Estate Investment Trusts ...,2190
FCRD,First Eagle Alternative Capital BDC,Asset Management,135
FCUV,Focus Universal,"Electronic Equipment, Instruments & C...",436
FCX,Freeport-McMoRan,Metals & Mining,72900
FDBC,Fidelity D&D Bancorp,Banks,273
FDMT,4D Molecular Therapeutics,Biotechnology,423
FDP,Fresh Del Monte Produce,Food Products,1270
FDS,FactSet Research Systems,Capital Markets,15610
FDUS,Fidus Investment,Capital Markets,487
FDX,FedEx,Air Freight & Logistics,56850
FE,FirstEnergy,Electric Utilities,24460
FEDU,Four Seasons Education (Cayman),Diversified Consumer Services,27
FEIM,Frequency Electronics,"Electronic Equipment, Instruments & C...",83
FELE,Franklin Electric Co.,Machinery,3860
FEMY,Femasys,Medical Instruments & Supplies,26
FENC,Fennec Pharmaceuticals,Biotechnology,133
FENG,Phoenix New Media,Interactive Media & Services,52
FERG,Ferguson,Industrial Distribution,32130
FET,Forum Energy Technologies,Energy Equipment & Services,122
FEXD,Fintech Ecosystem Development,Blank Check / SPAC,143
FF,FutureFuel,Chemicals,340
FFBC,First Financial Bancorp,Banks,2240
FFBW,"FFBW, Inc.",Thrifts & Mortgage Finance,83
FFHL,Fuwei Films (Holdings) Co.,Chemicals,23
FFIC,Flushing Financial,Banks,730
FFIE,Faraday Future Intelligent Electric,Auto Manufacturers,1540
FFIN,First Financial Bankshares,Banks,6590
FFIV,F5 Networks,Communications Equipment,12260
FFNW,First Financial Northwest,Banks,155
FFWM,First Foundation,Banks,1430
FGBI,First Guaranty Bancshares,Banks,235
